"Data Source","World Development Indicators",

"Last Updated Date","2018-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","65.5693658536586","65.9880243902439","66.3655365853659","66.7139756097561","67.0442926829268","67.369756097561","67.699","68.0346829268293","68.3771463414634","68.7284146341464","69.0861463414634","69.4460975609756","69.7991463414634","70.1396585365854","70.4652926829268","70.7778048780488","71.0808292682927","71.3777073170732","71.6697804878049","71.9528536585366","72.2201463414634","72.4623414634146","72.6731951219512","72.8490243902439","72.989756097561","73.0979756097561","73.1793658536585","73.2427073170732","73.296243902439","73.3444878048781","73.3899756097561","73.4331219512195","73.471756097561","73.5053170731707","73.535756097561","73.5636097560976","73.5899512195122","73.6163414634146","73.6448536585366","73.6794878048781","73.7241951219512","73.7844390243903","73.8621707317073","73.9588292682927","74.0719024390244","74.1999024390244","74.3388292682927","74.482756097561","74.6276829268293","74.7711463414634","74.9106341463415","75.0476585365854","75.1831951219512","75.3197317073171","75.4567804878049","75.5943414634146","","",
"Afghanistan","AFG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","32.3375609756098","32.7869756097561","33.2289268292683","33.6669024390244","34.1019024390244","34.5349024390244","34.9669268292683","35.3989268292683","35.8324146341463","36.2693902439024","36.7128292682927","37.161756097561","37.6201707317073","38.0885853658537","38.571","39.0694390243902","39.5853902439024","40.1198536585366","40.6768292682927","41.2588048780488","41.875243902439","42.5336097560976","43.2359024390244","43.9800975609756","44.7621951219512","45.5792195121951","46.4276585365854","47.2965609756098","48.1704634146341","49.0313658536585","49.8578048780488","50.627756097561","51.332756097561","51.9702682926829","52.5438292682927","53.0624146341464","53.5435365853659","54.0097073170732","54.4829024390244","54.9751463414634","55.4989268292683","56.0607073170732","56.6535365853659","57.2658780487805","57.8912195121951","58.5155853658537","59.1259512195122","59.7088536585366","60.2567317073171","60.7646097560976","61.2354634146342","61.674243902439","62.0929756097561","62.5016097560976","62.9026829268293","63.2981951219512","","",
"Angola","AGO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","33.2260243902439","33.547756097561","33.888","34.2447317073171","34.6174634146342","35.0022195121951","35.396512195122","35.7978536585366","36.2022682926829","36.6072195121951","37.0142195121951","37.425756097561","37.8433170731707","38.2618536585366","38.6753170731707","39.0721219512195","39.4411951219512","39.7724634146341","40.061487804878","40.3077804878049","40.5109268292683","40.6755853658537","40.8143658536585","40.9378292682927","41.0530243902439","41.1613414634146","41.2607073170732","41.351487804878","41.4416097560976","41.5435853658537","41.6694878048781","41.8284634146342","42.0346585365854","42.3030975609756","42.6502926829268","43.0981219512195","43.6659512195122","44.3551463414634","45.1595853658537","46.0707804878049","47.076756097561","48.1626341463415","49.3015609756098","50.4661219512195","51.6328536585366","52.7877073170732","53.9271219512195","55.047512195122","56.1392926829268","57.181","58.1411219512195","58.991243902439","59.7184390243903","60.321756097561","60.8067317073171","61.1893414634146","","",
"Albania","ALB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","62.2543658536585","63.2734634146342","64.1628536585366","64.8870975609756","65.4381951219512","65.8273902439024","66.0893170731707","66.2872195121951","66.4749512195122","66.6816097560976","66.9325853658537","67.2388780487805","67.5859512195122","67.9579512195122","68.3483414634146","68.7412195121951","69.115512195122","69.4561707317073","69.754243902439","70.0096585365854","70.2359756097561","70.4544634146341","70.6851219512195","70.9373902439024","71.2065365853659","71.4712195121951","71.6975609756098","71.8619512195122","71.9532926829268","71.9785853658537","71.9587804878049","71.9262682926829","71.9179756097561","71.9648048780488","72.0807317073171","72.2762682926829","72.5514878048781","72.8839512195122","73.2506341463415","73.6355365853659","74.0140243902439","74.3629268292683","74.6706585365854","74.9347073170732","75.1570975609756","75.3570243902439","75.561243902439","75.7949268292683","76.0726585365854","76.3948780487805","76.7479024390244","77.1084634146342","77.4482682926829","77.7470975609756","77.9983902439024","78.2031463414634","","",
"Andorra","AND","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","46.8150450840796","47.3972320560232","47.9777678739991","48.5608743856917","49.1473947055277","49.7326572960955","50.3067792815405","50.8640017381662","51.4039162539798","51.9327318634685","52.4610872735099","53.0042959802404","53.5723479500526","54.1664816547246","54.7803428294654","55.4052837540242","56.0301229504976","56.6459516617068","57.2518840931282","57.8557942001437","58.4691540769589","59.1024604598793","59.7580797909435","60.430139901038","61.1040817626688","61.7584836112103","62.3733260823503","62.9364131813538","63.440542143462","63.8870326247726","64.3192728132559","64.687536877844","64.9815424704946","65.3456480580956","65.7133613741494","66.1249644791352","66.4841750394786","66.8263099962888","67.143209699416","67.4345973858974","67.7034743681906","67.9566832117218","68.20217114317","68.4482092252494","68.698537558665","68.9518052402372","69.203318661499","69.4456914432646","69.6716376992644","69.8792992431985","70.0713608299698","70.2556943131695","70.4406750515263","70.6313782768186","70.8275894931882","71.0284385361379","","",
"United Arab Emirates","ARE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","52.2887073170732","53.3340487804878","54.3764878048781","55.415","56.4460731707317","57.4611951219512","58.4493414634146","59.4004634146342","60.3060487804878","61.1620731707317","61.9670487804878","62.7224390243903","63.4362926829268","64.1140975609756","64.7608536585366","65.3785609756098","65.968243902439","66.5288780487805","67.0634634146341","67.5730243902439","68.0580487804878","68.5205365853659","68.9599756097561","69.3778780487805","69.775243902439","70.1545609756098","70.5153414634146","70.8580731707317","71.185756097561","71.4994146341463","71.8020243902439","72.0941219512195","72.3771951219512","72.6532682926829","72.9242926829268","73.1922682926829","73.4586341463415","73.7239024390244","73.987512195122","74.2500243902439","74.5094634146341","74.7668780487805","75.0183170731707","75.2638292682927","75.5014146341463","75.7285365853659","75.9441951219512","76.1483414634147","76.3404146341464","76.5224390243903","76.6948780487805","76.8597804878049","77.0191463414634","77.175","77.3293658536585","77.484243902439","","",
"Argentina","ARG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","65.2155365853659","65.338512195122","65.4326097560976","65.5093902439024","65.5824146341463","65.6686829268293","65.782243902439","65.9300243902439","66.113487804878","66.3350975609756","66.5908292682927","66.8731219512195","67.1679512195122","67.4653170731707","67.7586585365854","68.0479512195122","68.3367073170732","68.6294390243903","68.9266341463415","69.2243170731707","69.5144878048781","69.7866585365854","70.0353170731707","70.257","70.4541951219512","70.6313902439024","70.7990731707317","70.967756097561","71.1459024390244","71.3375365853659","71.5436585365854","71.7632926829268","71.9889512195122","72.2156585365854","72.4413902439024","72.6651219512195","72.8873414634146","73.1080487804878","73.3276829268293","73.5442682926829","73.7558048780488","73.9603170731707","74.1557804878049","74.3412682926829","74.5187804878049","74.6883170731707","74.8514146341464","75.0115609756098","75.1712926829268","75.3310975609756","75.4920243902439","75.6535609756098","75.814756097561","75.9745609756098","76.134","76.2930243902439","","",
"Armenia","ARM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","65.8634634146342","66.2843902439024","66.7098536585366","67.1378536585366","67.5654146341463","67.9915365853659","68.4147317073171","68.8304878048781","69.2292682926829","69.6000487804878","69.9242682926829","70.1828780487805","70.3673414634146","70.4796585365854","70.5263414634146","70.5319268292683","70.5294146341464","70.5429024390244","70.5829756097561","70.6412682926829","70.6845365853659","70.6616097560976","70.535512195122","70.2901463414634","69.9356829268293","69.5","69.0242926829268","68.5675609756098","68.1820975609756","67.899512195122","67.7487804878049","67.7426829268293","67.8626097560976","68.0856585365854","68.3986097560976","68.789512195122","69.2431219512195","69.7388536585366","70.2481707317073","70.7453414634146","71.1996585365854","71.5819756097561","71.8883902439024","72.1209756097561","72.2847317073171","72.3987804878049","72.491243902439","72.593243902439","72.7259024390244","72.898756097561","73.1092926829268","73.3459756097561","73.5862195121951","73.8119268292683","74.0195853658537","74.2061951219512","","",
"American Samoa","ASM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
